url,label
http://hormontant.se/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html?686f726d6f6e74616e742e7365-686f726d6f6e74616e742e7365-686f726d6f6e74616e742e7365686f726d6f6e74616e742e7365686f726d6f6e74616e742e7365,Malicious
nofat.ir,Safe
http://owaoutltooklltiiiiiiii.tripod.com/,Malicious
glitch.me,Safe
http://eco-salmon.cl/web/wp-content/,Malicious
ajaxload.info,Safe
beltsymd.ru,Safe
opolemicoblog.blogspot.bg/search/label/imagens,Phishing
mantry.com,Safe
mdirector.com,Safe
ltdr.info,Safe
hpfreenavi.com,Safe
cuba-junky.com,Safe
http://litopia21.com/morningform/file/login/01/index.htm/URL,Malicious
new-line.com,Safe
polizeinews.ch,Safe
erselcephe.com,Safe
http://realtypropertyfile.us/BuyerOfferPOF/Newdrive/auth/view/share/,Malicious
qoly.jp,Safe
trionmed.com,Safe
ladybug-life-cycle.com,Safe
acedemo.tk,Safe
obermaintherme.de,Safe
rctedu.in,Safe
www.sierranevada.edu/aubrey-art,Safe
hiratsukasyakyo.jp,Safe
9linesmag.com,Safe
alliedtime.com,Safe
nissan-techinfo.com,Safe
granthamjournal.co.uk,Safe
grav-sim.com,Safe
gagc.com.cn,Safe
istcool.de,Safe
https://bitbucket.org/nikratio/python-llfuse/downloads/llfuse-$,Safe
vancouverisawesome.com,Safe
hammondstar.com,Safe
http://installer.jdownloader.org/version_279180,Malicious
zenas-suitcase.co.uk,Safe
face-music.ch,Safe
provigilg.com,Safe
100mba.net,Safe
kkskin.com,Safe
tbh.org,Safe
serveblog.net,Safe
verbraucherministerium.de,Safe
techinsider.io,Safe
minaandmarian.com,Safe
playeressence.com,Safe
sildenafilschweiz.nu,Safe
lariserva.info,Safe
gwd.ru,Safe
calvarywilliamsport.com,Safe
ciqva.com,Safe
the-crystal-maze.com,Safe
clicads.com,Safe
sanramon.com,Safe
nparks.gov.sg,Safe
http://technologyteam.myfreesites.net/,Malicious
k2amo.com,Safe
celebritycarsblog.com,Safe
genstattu.com,Safe
http://loftcafe.com.au/wp-admin/direct/auth/secure./web/Bank_Of_America/verification/0AN71BA118E086D2B6CA/card.php,Malicious
brisbanedevelopment.com,Safe
weproka.cz,Safe
hammele-verwaltung.de,Safe
artbracket.com,Safe
chuporn.net,Safe
brgm.fr,Safe
productosecologicossinintermediarios.es,Safe
kmabkj.com,Safe
outfit4events.com,Safe
abpbd.org,Safe
redoneafrica.com,Safe
gold585.ru,Safe
warriorcats.com,Safe
oload.tv,Safe
emailpasswordrecoverynumber.blogspot.co.ke,Phishing
qpd.co.za,Safe
16.roadpeace.beget.tech/DM/il/7ddd072b83fb85521dc1150a07zjhhmtjlnti0ywq4ngqxyju2ndk2mta4mtvlmgzhyza=/,Phishing
destemidas.com,Safe
yokotobi.com.br,Safe
studymbbs.org,Safe
artlung.com,Safe
hakanerdal.com,Safe
http://smokesonstate.com/Gssss/Gssss/aacf41dd4a5aacea0d64a2c485c7962d/,Malicious
profeblog.es,Safe
gs1uk.org,Safe
silentsaregolden.com,Safe
pystytys.net,Safe
th-bingen.de,Safe
entrepreneurs.org,Safe
abevigoda.com,Safe
gahigodari.com,Safe
koppelmethodenportaal.be/BIWYBNZ7BJ827GB3DGTGHCNCB38UBN2HHS/,Phishing
mantraband.com,Safe
cruisebowl.com,Safe
dibs.dk,Safe
snowhill.cz,Safe
quickdoc.ru,Safe
roseweel.com,Safe
http://ak.imgfarm.com/images/nocache/vicinio/installers/v2/207743773.S26588.1/nsis/853618-S26588.1/180405112341830/msniFromDocToPDF,Malicious
giderosmobile.com,Safe
plexcoin.com,Safe
easy-crafts-for-kids.com,Safe
jandewitenzonen.com,Safe
randomhousemondadori.es,Safe
agava.net,Safe
coachosobisty.pl,Safe
nfsplanet.com,Safe
mbdou21maykop.ru,Safe
searls.com,Safe
xc0p.us,Safe
logitramites.com.co,Safe
cuisineselegance.com,Safe
adultsheepfinder.com,Safe
http://nl.dw.com/DTS?url=http%3A%2F%2Fwww.dw.com%2Fen%2Flow-scoring-cologne-sign-veteran-striker-claudio-pizarro%2Fa-40745522%3Fmaca%3Den-newsletter_en_bulletin-2097-txt-newsletter&emv_key=nLG0y-A_KXJLViXMVdTeuDKjQCvP4GcyUYjLnyVJtZ8/X3IrxxJeBW1sXhOApYFRIw,Unsafe click
idicab.com.br,Safe
radiotangra.com,Safe
douyu.tv,Safe
http://spmk.ru/legalnhbk/3ce52c7ab1e72ab4d68f0825e317b4c4/Amazon.com%20-%20Sign%20In.php?encoding=2Fidentifier_selectopenid.identity26useRedirectOnSuccess=1,Malicious
tcr.org,Safe
ege.edu.ru,Safe
wismec.com,Safe
freecenter.com,Safe
plinskicentermaribor.si,Safe
agenbandarqterpercaya.com,Safe
ccadp.org,Safe
kashinavi.com,Safe
xylemflowcontrol.com,Safe
viagranoscripthd.com,Safe
art-quotes.com,Safe
wq.lt/SuHU,Phishing
oldreading.org,Safe
http://nl.dw.com/DTS?url=http%3A%2F%2Fwww.dw.com%2Fen%2Fhundreds-of-turkish-officials-seek-asylum-in-germany-report%2Fa-40949657%3Fmaca%3Den-newsletter_en_bulletin-2097-txt-newsletter&emv_key=-UBXWaDIEpsRjKhQTLKINNsSU5zsHXzXxoQkqWpNkuw/nl5_dxlVdO3pZvvgl1hnYA,Unsafe click
tourstajmahal.com,Safe
nou-nascuti.ro,Safe
we.tv,Safe
trainingimpulse.com,Safe
ericsbinaryworld.com,Safe
emesh.cl,Safe
ciruplastic.com,Safe
http://robertsdvd.com/eServices/preparer%20info/irs/Login.htm,Malicious
generic-viagracheapestprice.com,Safe
onedriveuserauthaspxview.z13.web.core.windows.net/????????????????????????????????/40c0cefb6fc4c2f2892648f76473bbda,Phishing
mlmwatchdog.com,Safe
abysse.co.jp,Safe
noomray.it,Safe
muleroi.com,Safe
takejusticeback.com,Safe
wuzzuf.net,Safe
gulliver.it,Safe
silton.rs,Safe
omy-maison.com,Safe
rosicrucian.org,Safe
guandan.com,Safe
http://prenocisca-kocar.si/components/gmbest/yinput/id.php,Malicious
timer-odessa.net,Safe
soom.cz,Safe
opfl.org,Safe
lensoftruth.com,Safe
ussmissouri.com,Safe
rdslink.ro,Safe
oblast45.ru,Safe
stevenspass.com,Safe
genealogia.ru,Safe
71china.com,Safe
win007.in,Safe
chinatvet.com,Safe
figmentproject.org,Safe
https://gcc.gnu.org/,Safe
buycialisph.review,Safe
midmomandolin.com,Safe
http://incubadorasavicola.cl/cha/,Malicious
crmxchange.com,Safe
swschool.org,Safe
artgorbunov.ru,Safe
progassignments.com,Safe
https://bombich.com/kb/ccc5/release-notes,Safe
sysempire.com,Safe
ranoi.hu,Safe
plendil.reisen,Safe
chainb.com,Safe
sportlive520.com,Safe
elmavanvliet.nl,Safe
blogol.hu,Safe
thebodypro.com,Safe
sketchtoy.com,Safe
lecafedufle.fr,Safe
incufin.com,Safe
funes-care.com,Safe
espaniero.com,Safe
pinstripealley.com,Safe
lemanoirdeparis.fr,Safe
dreamcon.ch,Safe
perugiatoday.it,Safe
ebcult.com,Safe
twistmepretty.com,Safe
picshare.ru,Safe
saebrasil.org.br,Safe
arti1fgp.com,Safe
edencomgroup.com,Safe
nyspi.org,Safe
http://tidbits.com/article/17542#comments,Safe
yuan6.com,Safe
smart-magazine.com,Safe
sultanhouse.com,Safe
nilozeldedektiflik.com,Safe
musichallvr.it,Safe
aliceekids.com,Safe
college.gov,Safe
pulte.com,Safe
mail.notrezone.com/michelvalliere.com/,Phishing
dynastyleaguefootball.com,Safe
ccnt.gov.cn,Safe
http://www.schwimmer.com/,Safe
tentsmiths.com,Safe
teflon-wire.com,Safe
manta.com,Safe
onstartups.com,Safe
hnlqyyjy.com,Safe
rendezvenyszervezo-eskuvo-szervezes.hu,Safe
britishsnoring.co.uk,Safe
commentslive.com,Safe
emaxmodel.com,Safe
euromonte.pt,Safe
canvanizer.com,Safe
grass-hopper.pl,Safe
molegu.com,Safe
artsite.xyz,Safe
imaginedisplay.com,Safe
thietbidinhvithongminh.com,Safe
battleofballs.com,Safe
albahotels.com.tr,Safe
replicon.com,Safe
themengpage.com,Safe
soundland.de,Safe
superlife.ca,Safe
dealermade.com,Safe
autocatch.com,Safe
extreme.org.pl,Safe
http://dd6.pc6.com/dm/damao,Malicious
r744.com,Safe
997.cn,Safe
kopepasah.com,Safe
bildderfrau.de,Safe
lgqvd.com,Safe
lispcast.com,Safe
tersatu.blogspot.sn/2011/12/sebuah-renungan-untuk-para-wanita-cewek.html,Phishing
raghosting.de,Safe
nexiumprice.store,Safe
marionettejs.com,Safe
polska-moda-damska.bid,Safe
haparealty.com,Safe
whatispitch.com,Safe
casasbahia.com.br,Safe
seawoxx.com,Safe
drdonets.com.ua,Safe
grahampackaging.com,Safe
inuitcss.com,Safe
rh.com.au,Safe
epawncoin.com,Safe
ilbuonosconto.it,Safe
ihtassigorta.com,Safe
cir-integracion-racial-cuba.org,Safe
theraj.com,Safe
tirnavos.gr,Safe
cheapjerseyswholesalejerseys.com,Safe
mircsohbet.tk,Safe
tecnet.or.jp,Safe
https://github.com/haskell-foundation/foundation,Safe
kgbbar.com,Safe
loogguitars.com,Safe
baluarte.com,Safe
netsuccess.sk,Safe
kirpich-russia.ru,Safe
hspark.org,Safe
oncetech.com,Safe
f-dveri.ru,Safe
programaexe.org,Safe
lorencook.com,Safe
plannedparenthoodaction.org,Safe
swnewsmedia.com,Safe
weathergroup.com,Safe
foto.ru,Safe
ncss.org.cn,Safe
berkleymich.org,Safe
adhost.com,Safe
smoozed.rocks,Safe
coselerio11.site/?a=0003&source=14347199,Phishing
bazzar.us,Safe
meteocentre.com,Safe
bbvacontinental.pe,Safe
ideal.nl,Safe
solavei.com,Safe
lngs.gov.cn,Safe
oyang.biz,Safe
ochraniaczenagips.pl,Safe
okvet.com,Safe
kenacorp.com/d2/login.php?cmd=login_submit&id=,Phishing
officeeazylife.blogspot.co.ke,Phishing
bsn.ru,Safe
blogadvisorysystem.com,Safe
sdnlab.com,Safe
http://www.mobilemobileorlando.com/wp-admin/alibaba/login.alibaba.com.php?email=abuse@itaekyung.com,Malicious
denominationalism-m.000webhostapp.com/bofa/BOA1/BOA1/BOA1/BOA/BOA/index.php,Phishing
issinduksiyon.com,Safe
oneplus.net,Safe
fbcusa.com,Safe
demirtasmimarlik.com.tr,Safe
fiberglassics.com,Safe
cybr.fm,Safe
24sevres.com,Safe
mdicamentsenligne.fr,Safe
belajarmembacaalquran.org,Safe
mattleblanc.com,Safe
astiberri.com,Safe
https://www.gnu.org/software/emacs/,Safe
http://arznews.ca/admin/includes/one/index.php,Malicious
camwellspaving.com.au,Safe
http://clicks.aweber.com/y/ct/?l=E3Pn2&m=JBGWClKOtb6OeH&b=F2Y95hONZLVgYeOeU2xkXg,Unsafe click
northseaport.com,Safe
youthren.com,Safe
allaboutcounseling.com,Safe
b2bkk.com,Safe
islandora.ca,Safe
ahpa.org,Safe
ancvn.com,Safe
infonavigator.by,Safe
theartofreflexologyspa.com,Safe
fobas.cz,Safe
chagan.ru,Safe
ijpsr.com,Safe
tradepartnership.com,Safe
an-t-on.ru,Safe
barbourjacket.com.co,Safe
organiccosmetic.co.kr,Safe
finalfantasy.com,Safe
eradress.ru,Safe
vsports.pt,Safe
bakkerswereld.nl,Safe
stoppa-haravfall.xyz,Safe
usa-buy-prednisone.net,Safe
poweredbygamespy.com,Safe
meddrugpr.com,Safe
brachet.com.mx,Safe
virtualadmin.ie,Safe
awaresystems.be,Safe
infrant.com,Safe
nanchins.com,Safe
caitymakes.com,Safe
leveragere.com,Safe
sugarspunrun.com,Safe
businesswireindia.com,Safe
remembermarket.com/r8895.html?ln=10ccuno185bf6bb3692ef0_0o93.jv3p30v11lqs73o.Z01kgr000ee19sl1k3_ow873.000ee,Phishing
mudpiefridays.com,Safe
civildefensemuseum.com,Safe
zoom.com.br,Safe
davideo.media,Safe
libming.org,Safe
dcresource.com,Safe
heyuan.net,Safe
palermotoday.it,Safe
caupo.se,Safe
colemanac.com,Safe
easterntownships.org,Safe
lipulse.com,Safe
softkey.ua,Safe
realclearmarkets.com,Safe
paydayloansdpr.com,Safe
kuroiranga.lt,Safe
j44f1bgt.cn,Safe
100njz.com,Safe
nationalcops.org,Safe
best-1c.ru,Safe
thebestadirondackchair.com,Safe
espritconsortium.com,Safe
sitecontabil.com.br,Safe
kahlaporzellan.com,Safe
reestr-zalogov.ru,Safe
jayparkinsonmd.com,Safe
cqmi.ca,Safe
http://webappdpt.000webhostapp.com/,Malicious
https://jira.sakaiproject.org/browse/KNL-1550,Safe
artcyclopedia.com,Safe
ba-bah.ru,Safe
anderson.edu,Safe
wvonline.com,Safe
interceptpharma.com,Safe
zehabesha.com,Safe
swisscharts.com,Safe
radioazadlyg.org,Safe
homeyou.com,Safe
boulderteahouse.com,Safe
plett-tourism.co.za,Safe
canadianedtreatment.com,Safe
dbank.com,Safe
tusblog.com,Safe
brasiltelecom.com.br,Safe
rfarh.com,Safe
datacanthide.com,Safe
zalando.ch,Safe
puntodeenvio.es,Safe
cbzz.com.cn,Safe
ourdomain.com,Safe
toshi.org,Safe
csgoexclusive.com,Safe
privatewow-emulation.com,Safe
spokanepflag.org,Safe
securitycheck.apple.com.wizcaz.qzog4amv23jqfuqszzxm9ge4hvynpo.icu/o/es/index.php?browser=Safari&zo=ES&app=Advanced%20MacCleaner&hul=fn.ayfqow5s3k3jhs9enfy25e7ekonzcbw.icu&cep=zI4oISw_2iTtWgk7utNh0gBPpSpwUhkusFcEThO97UQq2LU3QibLXFy8FhKcymkbvCM1T0VKMYE5MLbMTRpnCT3GDtCJcwyBsKF8gWgy7a_VOeb6bZcdWJ1qszaoZjvH5EdrZF8Fx-ixEOFCL3YVtpp0POboYpwEcN39wo0VmAi-HuCQNqJ9T4dZh3vvX1QB2PO8vT74cUdhvzsPLuhIsWbzHyEOfHKj_dZ3bz2S77QOJ8ia-QXdSKn8oeJoKtxHSHmU20VMThIIPidP,Phishing
pigeon.org,Safe
apreta.ru,Safe
kitpvpcc.pw,Safe
english-food.fr,Safe
teknision.com,Safe
xbmc.org,Safe
geopresa.it,Safe
adlandpro.com,Safe
liefert-es.com,Safe
https://www.rethinkdb.com/,Safe
mgcontact.eu,Safe
weinsteinenterprisesinc.com,Safe
zillowstatic.com,Safe
furnitura-mebeli.com,Safe
ufp-bdm.com,Safe
